Examen,Examen,Examen,Estudios del examen,Estudios del examen,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,87,BETA-CETOLIASA (BKT),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,124596,ISOVALERICA (IVA),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,124597,MALONICA (MAL),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,88,HOLOCARBOXILASASINT(MCD),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,124598,"METILMALONICA (COBALAMINA) (CBL A, B)",
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,124598,METILMALONICA (MUT),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,89,3-METILCROTONIL-CoA-carboxilasa (3-MCC),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,124599,METILMALONICA CON HOMOCISTINURIA (MUTHO),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,90,ORNITINA TRANSCARBAMILASA (OCT),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,1245911,PROPIONICA (PROP),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,89 ,HEMOGLOBINOPATIAS (Var Hb),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,99,S. Beta- talasemia (Hb-S/BTh),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,ENFHEM,ENFERMEDAD DE HEMOGLOBINOPATIA S.C (Hb S/C),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,ANCELFAL,ANEMIA DE CELULAS FALCIFORMES (Hb SS),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,HEMC,HEMOGLOBINOPATIA C,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,97,DEFICIENCIA DE BIOTINIDASA (BIOT),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,54,Galactosemia clásica (ALT),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,55,FIBROSIS QUISTICA(CF),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,58,Glucosa-6-fosfato deshidrogenasa (G6PD),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,54,Mucopolisacaridosis tipo I (Hurler),
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,54,ENFERMEDAD DE POMPE,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,58,ENFERMEDAD DE KRABE,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,25,ENFERMEDAD DE FABRY,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,58,HUNTER,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,52,MORQUIO,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,58,MAROTEAUX LAMY,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,41,SANFILIPPO,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,47,SLY,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,58,LANDING (GM 1 TIPO 1) CELULAS 1,
11,TAMNEOAMP,TAMIZ NEONATAL AMPLIADO,95,POLIDISTROFIA PSEUDO HURLER,
ANTIRO,ANTIRO,ANTICUERPOS ANTI TIROIDEOS,65,ANTICUERPOS ANTI TIROGLOBULINA (COLOIDE TIROIDEO),
ANTIRO,ANTIRO,ANTICUERPOS ANTI TIROIDEOS,425,ANTICUERPOS ANTI MICROSOMALES TOTALES (PEROXIDASA),
ANTITB,ANTI TUBERCULOSIS,ANTICUERPOS ANTI TUBERCULOSIS,ANTITB,ANTICUERPOS ANTI TUBERCULOSIS IgM,
ANTITB,ANTI TUBERCULOSIS,ANTICUERPOS ANTI TUBERCULOSIS,ANTITBS,ANTICUERPOS ANTI TUBERCULOSIS IgG,
CWE,HEPATITISA,HEPATITIS A TOTALES,52,"ANTICUERPOS ANTI HEPATITIS ""A"" IgG (HAV-G)",
CWE,HEPATITISA,HEPATITIS A TOTALES,AHA,"ANTICUERPOS ANTI HEPATITIS ""A"" IgM (HAV-M)",
3021,ANT HEP A,"HEPATITIS ""A"" ANTICUERPOS IgG- IgM",AHA,"ANTICUERPOS ANTI HEPATITIS ""A"" IgM (HAV-M)",
3021,ANT HEP A,"HEPATITIS ""A"" ANTICUERPOS IgG- IgM",52,"ANTICUERPOS ANTI HEPATITIS ""A"" IgG (HAV-G)",
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,WE,YODO BUTANOLICO,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,HCREC,HORMONA DEL CRECIMIENTO,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,YP,YODO PROTEÍCO,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,ITL,"INDICE DE TIROXINA LIBRE (ITL,FTI)",
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,TUC,T-UPTAKE CAPTACION,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,TSH1,HORMONA ESTIMULANTE DE TIROIDES (TSH),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,T4T,T4 TOTAL (TIROXINA TOTAL),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,T3T,T3 TOTAL (TRIYODOTIRONINA),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,T3L,T3 LIBRE (TRIYODOTIRONINA LIBRE),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,T4LI,T4 LIBRE (TIROXINA LIBRE),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,T4Y,T4 YODO,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,256-OR,TESTOSTERONA TOTAL,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,COR,CORTISOL,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,139-OR,HORMONA FOLICULO ESTIMULANTE (FSH),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,PROGE,PROGESTERONA,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,225,PROLACTINA,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,141-OR,HORMONA LUTEINIZANTE (HL),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,77,Estradiol (E2),
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,425,AC. ANTI. MICROSOMALES TOTALES,
1832,PERF. HFC,PERFIL HORMONAL FEMENINO COMPLETO,599,AC. ANTI TIROGLOBULINA TOTALES,
361346,HEPATITIS B,HEPATITIS B,HBeag,Antigeno de envoltura de Hepatitis B (HBeAg),
361346,HEPATITIS B,HEPATITIS B,HBsAg,Antigeno de superficie de Hepatitis B (HBsAg),
361346,HEPATITIS B,HEPATITIS B,58,Anticuerpo de nucleo de la hepatitis B (HBcAB),
361346,HEPATITIS B,HEPATITIS B,55,Anticuerpo de superficie de HEPATITIS B (HBSAb),
361346,HEPATITIS B,HEPATITIS B,56,Anticuerpo de envoltura de Hepatitis B (HBeAb),
14685464,Espermatobioscopía,Espermatobioscopía,898,Volumen,
14685464,Espermatobioscopía,Espermatobioscopía,89489489,PH,
14685464,Espermatobioscopía,Espermatobioscopía,96969/,Concentración de espermatozoides,
14685464,Espermatobioscopía,Espermatobioscopía,6146641,Total de espermatozoides,
14685464,Espermatobioscopía,Espermatobioscopía,665,Movilidad,
14685464,Espermatobioscopía,Espermatobioscopía,9846541,Morfología,
14685464,Espermatobioscopía,Espermatobioscopía,61166417,Leucocitos,
14685464,Espermatobioscopía,Espermatobioscopía,98918998,Color,
14685464,Espermatobioscopía,Espermatobioscopía,88927982,Licuefacción,
14685464,Espermatobioscopía,Espermatobioscopía,6415555,Viscosidad,
PCR22,PCR22,PCR VARIANTE,B.1.1.7,VARIANTE ALPHA (B.1.1.7),
PCR22,PCR22,PCR VARIANTE,22BG,VARIANTE BETA O GAMMA (B.1.351 O P.1),
PCR22,PCR22,PCR VARIANTE,22DE,VARIANTE DELTA (B.1.617.2),
PCR22,PCR22,PCR VARIANTE,22OM,VARIANTE  ÓMICRON (B.1.1.529),
0305,METP,METALES PESADOS,0305,PLOMO,
0305,METP,METALES PESADOS,0305,MERCURIO,
0305,METP,METALES PESADOS,0305,ARSENICO,
0305,METP,METALES PESADOS,0305,CADMIO,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,CHLAMYDIA TRACHOMATIS,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,NEISSERIA GONORRHOEAE,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,TRICHOMONAS VAGINALIS,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,MYCOPLASMA HOMINIS,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,MYCOPLASMA GENITALIUM,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,UREAPLASMA UREALYTICUM,
4425,PCRITS,PCR INFECCIOSO DE TRANSMISION SEXUAL (STI7),3007,UREAPLASMA PARVUM,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,222,GENOTIPO 18 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,223,GENOTIPO 31 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,224,GENOTIPO 33 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,225,GENOTIPO 35 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,227,GENOTIPO 39 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,228,GENOTIPO 45 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,228,GENOTIPO 51 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,229,GENOTIPO 52 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,2210,GENOTIPO 56 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,2211,GENOTIPO 58 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,2212,GENOTIPO 59 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,2213,GENOTIPO 66 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,2214,GENOTIPO 68 VPH,
4424-OTH,VPH HR14 GENOTIPOS,VPH HR14 GENOTIPOS DE ALTO RIESGO,221,GENOTIPO 16 VPH,
11102022,ZIKA,VIRUS ZIKA,11102022,ANTICUERPOS IGG,
11102022,ZIKA,VIRUS ZIKA,11102022,ANTICUERPOS IGM,
11102022,CHINKUN,VIRUS CHINKUNGUYA,636,Ac. Anti Chikungunya IgG,
11102022,CHINKUN,VIRUS CHINKUNGUYA,CHIKU,Ac. Anti Chikungunya IgM,
VIHPV4CG,VIHPV4CG,VHI Cuarta generación,VIH,HIV 1 Y 2,
VIHPV4CG,VIHPV4CG,VHI Cuarta generación,P24,Antigeno P 24,
2421,2421,PERFIL ANDROGENOS,416,17 ALFA HIDROXI-PROGESTERONA (17aOHP4),
2421,2421,PERFIL ANDROGENOS,163-MASC-OTH,ANDROSTENEDIONA,
2421,2421,PERFIL ANDROGENOS,61,Dehidroepiandrosterona sulfato (DHEA-S),
2421,2421,PERFIL ANDROGENOS,256-OR,TESTOSTERONA TOTAL,
2421,2421,PERFIL ANDROGENOS,60-ORT,DEHIDROEPIANDROSTERONA (DHEA),
68,efp,Electroforesis de proteínas,12,PROTEINAS TOTALES,
68,efp,Electroforesis de proteínas,24,ALBUMINA,
11,pcs,Perfil de Catecolaminas en plasma,2,Adrenalina en plasma,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,10,FOSFATASA ALCALINA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,12,PROTEINAS TOTALES,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,BD,BILIRRUBINA DIRECTA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,CA S,CALCIO,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,BT,BILIRRUBINA TOTAL,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,24,ALBUMINA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,GLU,GLUCOSA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,97,Fósforo sérico,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,63,Deshidrogenasa láctica (DHL),
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,BI,BILIRRUBINA INDIRECTA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,50,Creatinina sérica,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,TGO,TGO,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,URE,UREA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,TRI,TRIGLICERIDOS,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,171,BUN,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,RAG,RELACION ALBUMINA GLOBULINA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,GLOB,GLOBULINA,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,219,POTASIO,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,NA,SODIO,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,AURIC,ACIDO URICO,
195,QS19,QUIMICA SANGUINEA 19 ELEMENTOS,34,COLESTEROL,
198,PERFTORCH,PERFIL DE TORCH IgG,TOXO,TOXOPLASMA IgG,
198,PERFTORCH,PERFIL DE TORCH IgG,VHS1/2IgG,VHS 1/2 IgG,
198,PERFTORCH,PERFIL DE TORCH IgG,IgGCMV ,CITOMEGALOVIRUS IgG,
198,PERFTORCH,PERFIL DE TORCH IgG,RUBEOIGG,Rubéola  IgG,
198,PERFTORCH,PERFIL DE TORCH IgG,23S,VHS2IgG,
199,PERTORCH,PERFIL DE TORCH IgM,23S-,VHS2IgM,
199,PERTORCH,PERFIL DE TORCH IgM,RUBEOIGM,Rubéola  IgGM,
199,PERTORCH,PERFIL DE TORCH IgM,IgMCMV ,CITOMEGALOVIRUS IgM,
199,PERTORCH,PERFIL DE TORCH IgM,VHS1/2IgM,VHS 1/2 IgM,
199,PERTORCH,PERFIL DE TORCH IgM,TOXOIGM,TOXOPLASMA IgM,
3513,HOMA,Resistencia a la insulina por índice HOMA,INSHOMAIR,INDICE HOMA-IR,
3513,HOMA,Resistencia a la insulina por índice HOMA,INS,INSULINA,
3513,HOMA,Resistencia a la insulina por índice HOMA,GLU,GLUCOSA,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,INFLUENZA A,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,INFLUENZA B,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,VIRUS SINCITIAL RESPIRATORIO A,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,VIRUS SINCIAL RESPIRATORIO B,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,ADENOVIRUS HUMANO,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),334,METAPNEUMOVIRUS,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,PARAINFLUENZA 1,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,PARAINFLUENZA 2,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,PARAINFLUENZA 3,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,PARAINFLUENZA 4,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,CORONAVIRUS 229E,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,CORONAVIRUS NL63,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,CORONAVIRUS OC43,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,BOCAVIRUS 1234 HBoV,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,RINOVIRUS  ABC-HRV,
3334,PCR VIRAL RESPIRATORIO,PCR Panel viral respiratorio (16 virus),3334,ENTEROVIRUS,
1602,HELY,ANTICUERPOS DE HELICOBACTER PYLORI EN SANGRE,350,ANTI HELICOBACTER PYLORI IgG,
1602,HELY,ANTICUERPOS DE HELICOBACTER PYLORI EN SANGRE,1183,ANTI HELICOBACTER PILORY IgM,
4446,PERFILPROS,PERFIL PROSTATICO II,PSA,ANTIGENO PROSTATICO ESPECIFICO (PSA),
4446,PERFILPROS,PERFIL PROSTATICO II,92,Fosfatasa acida total,
4446,PERFILPROS,PERFIL PROSTATICO II,2301,ANTIGENO PROSTATICO LIBRE,
4446,PERFILPROS,PERFIL PROSTATICO II,1013,Fracción prostática,
3235,PCRVPH,PCR VPH ALTO RIESGO,222,GENOTIPO 18 VPH,
3235,PCRVPH,PCR VPH ALTO RIESGO,221,GENOTIPO 16 VPH,
3235,PCRVPH,PCR VPH ALTO RIESGO,08032023,GRUPO REMITIDO DE ALTO RIESGO,
1481,TFGSUE,TASA DE FILTRADO GLOMERULAR EN SUERO,0304,FILTRADO GLOMERULAR,
1481,TFGSUE,TASA DE FILTRADO GLOMERULAR EN SUERO,03042023,PESO,
1481,TFGSUE,TASA DE FILTRADO GLOMERULAR EN SUERO,03042023,TALLA,
1481,TFGSUE,TASA DE FILTRADO GLOMERULAR EN SUERO,50,Creatinina sérica,
123456,Influenza A y B,Influenza A y B,3334,INFLUENZA A,
123456,Influenza A y B,Influenza A y B,3334,INFLUENZA B,
654465,PERES,PERFIL VIRAL RESPIRATORIO,3334,INFLUENZA B,
654465,PERES,PERFIL VIRAL RESPIRATORIO,3334,INFLUENZA A,
654465,PERES,PERFIL VIRAL RESPIRATORIO,65874984,VIRUS SINCITIAL RESPIRATORIO,
654465,PERES,PERFIL VIRAL RESPIRATORIO,agcovid,Antígeno SARS-CoV-2 (NASOFARINGEO),
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,WE,YODO BUTANOLICO,
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,YP,YODO PROTEÍCO,
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,TUC,T-UPTAKE CAPTACION,
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,ITL,"INDICE DE TIROXINA LIBRE (ITL,FTI)",
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,T4LI,T4 LIBRE (TIROXINA LIBRE),
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,T3L,T3 LIBRE (TRIYODOTIRONINA LIBRE),
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,T3T,T3 TOTAL (TRIYODOTIRONINA),
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,T4T,T4 TOTAL (TIROXINA TOTAL),
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,TSH1,HORMONA ESTIMULANTE DE TIROIDES (TSH),
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,T4Y,T4 YODO,
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,425,AC. ANTI. MICROSOMALES TOTALES,
1688 PTIR II,PTIR II,PERFIL TIROIDEO  II,599,AC. ANTI TIROGLOBULINA TOTALES,
170,PCR MYCOBACT,PCR DETECCION  MYCOBACTERIUM TUBERCULOSIS,170,MICOBACTERIAS NO TUBERCULOSIS,
170,PCR MYCOBACT,PCR DETECCION  MYCOBACTERIUM TUBERCULOSIS,170,MYCOBACTERIUM TUBERCULOSIS,
571,AC ANT CITO  P y C ANCA,ANTICUERPOS ANTI CITOPLASMA DE NEUTROFILOS (P y C ANCA),ORT24,c-ANCA/PR3 (PROTEINASA 3),
571,AC ANT CITO  P y C ANCA,ANTICUERPOS ANTI CITOPLASMA DE NEUTROFILOS (P y C ANCA),ORT24-2,p-ANCA/MPO (MIELOPEROXIDASA),
339,AC FOSFO,"AC. ANTI FOSFOLÍPIDOS IgG, IgM",PERF,AC. ANTI FOSFOLÍPIDOS IgG,
339,AC FOSFO,"AC. ANTI FOSFOLÍPIDOS IgG, IgM",PERF-2339,AC. ANTI FOSFOLÍPIDOS IgM,
1735,PSATL,ANTÍGENO PROSTÁTICO ESPECÍFICO TOTAL Y LIBRE,IPSAL,INDICE DE PSA LIBRE,
1735,PSATL,ANTÍGENO PROSTÁTICO ESPECÍFICO TOTAL Y LIBRE,PSA,ANTIGENO PROSTATICO ESPECIFICO (PSA),
1735,PSATL,ANTÍGENO PROSTÁTICO ESPECÍFICO TOTAL Y LIBRE,FPSA,ANTIGENO ESPECIFICO DE PROSTATA FRACCION LIBRE,
2954-ORT,PHORMMASC,PERFIL HORMONAL MASCULINO,163-MASC-OTH,ANDROSTENEDIONA,
2954-ORT,PHORMMASC,PERFIL HORMONAL MASCULINO,139-MSC-O,HORMONA FOLICULO ESTIMULANTE (FSH),
2954-ORT,PHORMMASC,PERFIL HORMONAL MASCULINO,141-MSC-O,HORMONA LUTEINIZANTE (HL),
2954-ORT,PHORMMASC,PERFIL HORMONAL MASCULINO,256-MS-O,TESTOSTERONA TOTAL,
2954-ORT,PHORMMASC,PERFIL HORMONAL MASCULINO,60-ORT,DEHIDROEPIANDROSTERONA (DHEA),
1722,MICROAL,MICROALBUMINA 24 HRS.,1722-PP,ALBÚMINA URINARIA,
1722,MICROAL,MICROALBUMINA 24 HRS.,1722-OPP,ALBÚMINA EN  ORINA DE 24 HRS.,
1722,MICROAL,MICROALBUMINA 24 HRS.,VOLUMEN,VOLUMEN REMITIDO,
2072,CVVIH1,CARGA VIRAL VIH,2072-1,PARTICULAS VIRALES DE VIH,
2072,CVVIH1,CARGA VIRAL VIH,2072-2,LOGARITMO CARGA VIRAL VIH,
1678,PERFILINM,PERFIL  INMUNOGLOBULINAS,144,INMUNOGLOBULINA A,
1678,PERFILINM,PERFIL  INMUNOGLOBULINAS,146,INMUNOGLOBULINA G,
1678,PERFILINM,PERFIL  INMUNOGLOBULINAS,147,INMUNOGLOBULINA M,
2531,VITB12FOLATOS,VITAMINA B12 Y FOLATOS,0801,ACIDO FOLICO,
2531,VITB12FOLATOS,VITAMINA B12 Y FOLATOS,291,VITAMINA B12,
582,ANTIPLAQUETAS,AC. ANTI PLAQUETAS (AC. AUTOLOGAS Y ALOGENICAS),582,AC. ANTI PLAQUETAS AUTOLOGAS,
582,ANTIPLAQUETAS,AC. ANTI PLAQUETAS (AC. AUTOLOGAS Y ALOGENICAS),582,AC. ANTI PLAQUETAS ALOGENICAS,
2034,PCRHEPATITISB,PCR CARGA VIRAL DE HEPATITIS B (HBV),2034,PARTICULAS VIRALES HBV,
2034,PCRHEPATITISB,PCR CARGA VIRAL DE HEPATITIS B (HBV),2034,LOGARITMO,
0310,CULTOTICO,CULTIVO OTICO IZQUIERDO,01230,CULTIVO OTICO,
0310,CULTIOTICO,CULTIVO OTICO DERECHO,01230,CULTIVO OTICO,
,,,,,
